0.001507;16;2;29.200000;-16.200000;-14.250000;7
0.001763;18;2;8.000000;9.000000;-23.000000;5
0.002020;20;2;59.400000;-18.200000;-14.500000;5
0.002274;21;2;81.400000;-18.600000;-14.500000;7
0.002528;22;2;15.600000;-16.600000;-13.000000;7
0.002790;23;2;9.600000;3.200000;-2.000000;7
0.003045;24;2;96.400000;-18.000000;-14.500000;5
0.003303;28;2;33.800000;3.200000;-1.750000;7
0.003563;31;2;66.400000;-17.800000;-14.500000;7
0.003821;32;2;45.200000;-18.200000;-14.500000;6
0.004074;38;2;87.800000;-14.400000;-14.500000;6
0.004330;45;2;53.600000;-16.600000;-14.500000;7
0.004584;46;2;74.000000;-18.400000;-14.500000;7
0.074719;4;2;33.000000;-13.000000;-14.000000;6
0.074977;5;2;25.000000;-13.600000;-14.250000;7
0.075233;7;2;5.800000;-5.600000;-14.250000;6
0.075490;9;4;12.600000;-18.200000;-0.250000;6
0.075748;12;2;88.200000;-19.200000;-14.500000;6
0.076002;14;2;45.800000;-16.000000;-14.250000;7
0.076264;15;0;22.200000;0.400000;2.500000;6
0.076525;16;2;28.000000;-16.200000;-14.250000;7
0.076789;18;2;6.200000;9.200000;-23.000000;5
0.077045;20;2;58.000000;-18.200000;-14.500000;5
0.077301;21;2;80.000000;-18.600000;-14.500000;7
0.077562;22;2;14.600000;-16.800000;-12.750000;6
0.077824;23;2;9.400000;3.200000;-2.000000;7
0.078080;24;2;95.400000;-18.000000;-14.500000;5
0.078342;28;2;33.800000;3.200000;-1.750000;7
0.078599;31;2;65.000000;-17.800000;-14.500000;7
0.078853;32;2;44.200000;-18.200000;-14.500000;6
0.079107;38;2;86.600000;-14.000000;-14.500000;6
0.079363;45;2;52.400000;-16.600000;-14.500000;7
0.079618;46;2;72.600000;-18.400000;-14.500000;7
0.154744;2;2;228.800000;31.000000;-14.750000;5
0.155006;4;2;31.800000;-13.000000;-14.000000;6
0.155262;5;2;24.000000;-13.800000;-14.250000;7
0.155523;7;2;4.600000;-5.800000;-14.750000;6
0.155781;9;4;12.400000;-16.800000;-0.500000;7
0.156033;12;2;86.600000;-18.800000;-14.750000;7
0.156289;14;2;44.800000;-15.800000;-14.500000;7
0.156552;15;0;22.400000;0.400000;2.500000;6
0.156810;16;2;27.000000;-16.400000;-14.250000;7
0.157070;18;2;4.600000;9.200000;-23.000000;5
0.157326;20;2;57.000000;-17.800000;-14.500000;6
0.157581;21;2;78.800000;-18.800000;-14.500000;7
0.157839;22;2;13.600000;-16.800000;-12.500000;6
0.158099;23;2;9.200000;3.200000;-2.250000;7
0.158361;24;2;94.200000;-18.400000;-14.750000;5
0.158620;28;2;33.600000;3.200000;-1.750000;6
0.158878;31;2;63.800000;-17.600000;-14.750000;7
0.159132;32;2;43.000000;-18.400000;-14.500000;5
0.159388;33;2;56.800000;-7.600000;-14.500000;6
0.159649;38;2;85.600000;-13.800000;-14.500000;6
0.159907;45;2;51.200000;-16.800000;-14.750000;7
0.160163;46;2;71.400000;-18.200000;-14.500000;7
0.229768;5;2;23.000000;-14.000000;-14.500000;7
0.230030;7;2;3.400000;-6.000000;-15.750000;6
0.230286;9;4;12.000000;-16.400000;-0.500000;7
0.230544;12;2;85.200000;-19.000000;-14.750000;7
0.230803;14;2;43.600000;-15.800000;-14.500000;7
0.231063;15;0;22.600000;0.400000;2.500000;5
0.231321;16;2;25.800000;-16.400000;-14.500000;7
0.231577;18;2;2.800000;9.200000;-23.000000;5
0.231831;20;2;55.600000;-17.400000;-14.500000;7
0.232088;21;2;77.400000;-19.000000;-14.750000;7
0.232344;22;2;12.600000;-16.800000;-12.250000;6
0.232606;23;2;9.000000;3.200000;-2.250000;7
0.232860;24;2;93.200000;-19.000000;-14.750000;6
0.233119;27;2;34.000000;-13.400000;-14.250000;6
0.233377;28;2;33.600000;3.200000;-1.750000;6
0.233635;31;2;62.400000;-17.400000;-14.750000;7
0.233889;32;2;42.000000;-18.400000;-14.500000;5
0.234142;33;2;55.800000;-7.800000;-14.500000;7
0.234396;38;2;84.400000;-13.600000;-14.500000;5
0.234650;45;2;49.600000;-16.600000;-14.750000;7
0.234904;46;2;70.200000;-18.200000;-14.750000;7
0.304784;0;2;22.600000;-10.600000;-14.500000;5
0.305046;5;2;22.000000;-14.200000;-14.250000;6
0.305306;7;2;2.200000;-6.000000;-16.000000;6
0.305560;9;4;10.400000;-15.600000;-0.500000;7
0.305813;12;2;83.800000;-18.800000;-14.750000;7
